PeakID (cmd=annotatePeaks.pl /Volumes/Bioinfo_Ext/16185R/Analysis/Diffbind/practice.txt dm6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
3R.14259422.14261210	chr3R	14259422	14261210	+	372.881597906344	-0.768574872110197	promoter-TSS (NM_142091)	promoter-TSS (NM_142091)	-325	NM_001275635	41733	Dm.1570	NM_142091		MetRS-m	Aats-met|Aats-met-m|CG31322|CG8684|CG9612|Dmel\CG31322|MRS|MetRS	Methionyl-tRNA synthetase, mitochondrial	protein-coding
3R.17113108.17114282	chr3R	17113108	17114282	+	372.75864333761	0.302268686095794	intron (NM_001202309, intron 2 of 15)	intron (NM_001202309, intron 2 of 15)	5387	NM_206502	42066	Dm.6964	NM_079659		cher	CG3937|Cher|Dmel\CG3937|FLN|Fil|joy|sko	cheerio	protein-coding
3R.23738929.23740788	chr3R	23738929	23740788	+	372.574300237118	0.048700338281523	intron (NM_170089, intron 1 of 5)	(CCGATT)n|Simple_repeat|Simple_repeat	-6396	NM_170088	42802	Dm.3423	NM_142920		Rpn9	0718/06|718/06|CG10230|CT28749|Dmel\CG10230|PSMD13|Rpn4|Rpn94|S11|l(3)S071806|l(3)S071806b|p39A|rpn9	Regulatory particle non-ATPase 9	protein-coding
2R.24299440.24300958	chr2R	24299440	24300958	+	372.338536815116	0.0534377198096105	Intergenic	(GT)n|Simple_repeat|Simple_repeat	4800	NM_138062	37887	Dm.7883	NM_138062		CG3394	Dmel\CG3394	CG3394	protein-coding
3R.26984768.26986663	chr3R	26984768	26986663	+	372.305180232219	-0.094507212796161	TTS (NM_170304)	TTS (NM_170304)	1936	NM_001260395	43244	Dm.5825	NM_170304		CG31075	150697_at|CG6309|CT19744|Dmel\CG31075|GH20910p	uncharacterized protein	protein-coding
3R.29010616.29011937	chr3R	29010616	29011937	+	372.290637843787	-0.667390512254674	intron (NM_143395, intron 1 of 9)	intron (NM_143395, intron 1 of 9)	-2424	NR_048506	12798286	Dm.38879	NR_048506		mir-4947	CR43564|Dmel\CR43564|dme-mir-4947	mir-4947 stem loop	ncRNA
3R.14691929.14694014	chr3R	14691929	14694014	+	372.190037345664	-0.919869112017228	intron (NM_001032403, intron 1 of 7)	intron (NM_001032403, intron 1 of 7)	4321	NM_001032404	3772109	Dm.11236	NM_001032403		Meltrin	CG31314|CG31385|CG7649|CT23341|DMeltrin|Dmel\CG7649|FBgn0051314|Neu3|meltrin	meltrin	protein-coding
2R.11728778.11729579	chr2R	11728778	11729579	+	372.157293537644	0.150095223240326	Intergenic	Intergenic	16915	NM_001103805	36255		NM_001103805		pyr	CG13194|DFGF8-2|DmPyr|Dmel\CG13194|FGF8-like2|Pyr|fgf8-like	pyramus	protein-coding
2R.8032507.8033620	chr2R	8032507	8033620	+	372.142650810226	0.017809119637191	intron (NM_079956, intron 1 of 3)	intron (NM_079956, intron 1 of 3)	1470	NM_079956	44108	Dm.3727	NM_079956		Optix	CG18455|D-Six3|Dmel\CG18455|Dsix3|OPTIX|Six3|anon-WO0153538.79|opt|optix|opx|six3	optix	protein-coding
3L.10201923.10203346	chr3L	10201923	10203346	+	371.995556852348	0.101518024349015	promoter-TSS (NM_168401)	promoter-TSS (NM_168401)	-797	NM_079967	44135	Dm.10873	NM_079967		ect	CG11965|CG6611|DROECT|Difl|Dmel\CG6611|Ifl	ectodermal	protein-coding
3L.15924537.15925214	chr3L	15924537	15925214	+	371.619281622489	-2.42083193660429	promoter-TSS (NM_140557)	promoter-TSS (NM_140557)	-14	NM_001274973	39732	Dm.971	NM_140557		sff	CG6114|Dmel\CG6114	sugar-free frosting	protein-coding
2R.9942526.9943496	chr2R	9942526	9943496	+	371.440907011734	0.649137286091899	5' UTR (NM_001273912, exon 1 of 11)	5' UTR (NM_001273912, exon 1 of 11)	1753	NM_001273912	36032	Dm.7054	NM_057670		Mef2	22.21|BEST:SD04091|C|CG1429|D-MEF2|D-Mef2|D-mef2|DMEF-2|DMEF2|DMedf2|DMef-2|DMef2|Dmef|Dmef-2|Dmef2|Dmel\CG1429|MEF-2|MEF2|Mef|Mef-2|SD04091|dMEF2|dMEf2|dMef2|dmef2|l(2)46CFr|mb247|mef|mef-2|mef2|mef2c	Myocyte enhancer factor 2	protein-coding
3R.31825546.31825946	chr3R	31825546	31825946	+	371.405600692723	-6.20909970930892	promoter-TSS (NM_001260467)	promoter-TSS (NM_001260467)	-98	NM_001260466	43758	Dm.12850	NM_143645		RhoGAP100F	1976|CG1976|DSyd-1|DSyd1|Dmel\CG1976|RHOGAP100F|Syd-1|dsyd-1|syd-1	Rho GTPase activating protein at 100F	protein-coding
3R.5851192.5852462	chr3R	5851192	5852462	+	371.342750821805	-0.36029722385816	exon (NM_079995, exon 6 of 7)	exon (NM_079995, exon 6 of 7)	-1505	NM_001104223	5740126	Dm.34761	NM_001104223		CG34287	Dmel\CG34287	uncharacterized protein	protein-coding
X.9734423.9736012	chrX	9734423	9736012	+	371.310247049082	-0.419998213317404	intron (NM_132351, intron 2 of 3)	intron (NM_132351, intron 2 of 3)	5569	NM_167200	31913	Dm.5349	NM_132351		Sp1	CG1343|D-Sp1|D-Sp8|D.Sp1|Dmel\CG1343|SP1|dSp1|sp1	Sp1	protein-coding
3R.16104673.16107654	chr3R	16104673	16107654	+	371.02793372218	-0.233177547662547	TTS (NM_001300425)	TTS (NM_001300425)	5403	NM_001300424	41957	Dm.1219	NM_169705		Akt1	AKT|AKT/PKB|AKT1|Akt|Akt/PKB|Akt1|PKB|CG4006|D-Akt|DAKT1|DAKT1/PKB|DAkt|DAkt1|DPKB|DRAC-PK|DRAC-PK66|DRAC-PK85|Dakt|Dakt1|Dmel\CG4006|Dpkb|PKB|PKB/AKT|PKB/Akt|PKB/dAKT|RAC|RacPK|akt|akt1|dAKT|dAKT/dPKB|dAKT1|dAkt|dAkt/PKB|dAkt1|dPKB|dakt|dakt1|l(3)04226|l(3)89Bq|p-Akt|pAkt	Akt1	protein-coding
2L.7402632.7403618	chr2L	7402632	7403618	+	370.97593977151	0.0956018950113769	promoter-TSS (NM_001144334)	promoter-TSS (NM_001144334)	-19	NM_001144334	34016	Dm.8590	NM_135269		CG5171	Dmel\CG5171	CG5171	protein-coding
3R.10957148.10958280	chr3R	10957148	10958280	+	370.919946585314	0.681584995478311	Intergenic	CpG	7430	NM_141781	41321	Dm.17000	NM_141781		Tengl4	CG4683|Dmel\CG4683	Testis EndoG-Like 4	protein-coding
3L.13520639.13521747	chr3L	13520639	13521747	+	370.811167570878	-1.00669565759241	TTS (NM_001202166)	TTS (NM_001202166)	-1588	NM_140405	39525	Dm.13623	NM_140405		CG10710	Dmel\CG10710	uncharacterized protein	protein-coding
2R.8938592.8940102	chr2R	8938592	8940102	+	370.790808090592	-0.505764654922874	exon (NM_136585, exon 2 of 13)	exon (NM_136585, exon 2 of 13)	442	NM_136585	35895		NM_136585		FANCI	CG13745|Dmel\CG13745|fanci	Fanconi anemia complementation group I	protein-coding
3L.18795040.18796350	chr3L	18795040	18796350	+	370.448579534488	-1.25630780839568	intron (NR_133270, intron 2 of 2)	intron (NR_133270, intron 2 of 2)	5614	NM_079419	40045	Dm.995	NM_079419		ftz-f1	BFTZ-F1|CG13378|CG4059|DEP1|DmFTZ-F1|Dmel\CG4059|FIP1|FTZ-F1|FTZ-F1A|FTZ-F1alpha|FTZ-Fl|FTZF1|FTZf1alpha|Ftz-F1|Ftz-f1|NR5A3|alphaFTZ-F1|alphaFTZF1|alphaftz-f1|bFTZ-F1|beta FTZ-F1|beta Ftz-f1|beta-FTZ-F1|beta-Ftz-F1|betaFTZ-F1|betaFTZF1|betaFtz-F1|betaFtz-f1|betaftz-F1|betaftz-f1|betaftzf1|dFTZ-F1alpha|dFtz-F1alpha|dmFTZ-f1|ftz-F1|ftz-f1alpha|ftzf1|l(3)03649	ftz transcription factor 1	protein-coding
2R.16640930.16641375	chr2R	16640930	16641375	+	370.379021359739	-4.52392900010462	promoter-TSS (NM_001274099)	promoter-TSS (NM_001274099)	-91	NM_001274099	36862	Dm.12423	NM_166186		gprs	CG18471|CG5967|Dmel\CG18471|Gprs	gprs	protein-coding
3L.27857988.27859867	chr3L	27857988	27859867	+	370.241753857995	-0.12317259078711	promoter-TSS (NM_001015321)	promoter-TSS (NM_001015321)	-656	NM_001015319	3355041	Dm.5911	NM_001015319		eIF-4B	CG10837|Dm-eIF4B|Dmel\CG10837|EIF-4B|Eif4B|eIF-4B-L|eIF-4B-S|eIF-4b|eIF4B|eIF4B-L|eIF4B-S|eIf4b	Eukaryotic initiation factor 4B	protein-coding
3L.19040193.19042475	chr3L	19040193	19042475	+	370.164594661199	-0.488631160400192	intron (NM_001275100, intron 1 of 3)	(CCATAC)n|Simple_repeat|Simple_repeat	4115	NM_001275100	44843	Dm.1816	NM_080049		nkd	CG11614|CG18224|Dmel\CG11614|Nkd|naked	naked cuticle	protein-coding
2R.11134376.11136191	chr2R	11134376	11136191	+	370.052177846521	1.14138722502967	promoter-TSS (NM_136792)	promoter-TSS (NM_136792)	-640	NM_136792	36167		NM_136792		BBS4	CG13232|Dmel\CG13232	Bardet-Biedl syndrome 4	protein-coding
3R.4241226.4242894	chr3R	4241226	4242894	+	369.92720291819	-0.373327966052093	TTS (NM_001104201)	TTS (NM_001104201)	657	NM_141184	40532	Dm.1937	NM_141184		CG14642	Dmel\CG14642|SP29	uncharacterized protein	protein-coding
3L.787823.789483	chr3L	787823	789483	+	369.620159683944	-0.459296848501978	Intergenic	Intergenic	15398	NM_138214	38092	Dm.15935	NM_138214		CG13898	CBP7|Dmel\CG13898	uncharacterized protein	protein-coding
2L.15274346.15275429	chr2L	15274346	15275429	+	369.453459431193	0.515358064687955	intron (NM_135903, intron 1 of 2)	intron (NM_135903, intron 1 of 2)	204	NM_135903	34897	Dm.12046	NM_135903		UK114	BG:DS07851.3|BcDNA:GM01181|CG15261|DUK 114|DUK114|Dmel\CG15261	UK114	protein-coding
X.11480141.11481436	chrX	11480141	11481436	+	369.4289432573	0.559082809910422	intron (NM_132493, intron 3 of 5)	intron (NM_132493, intron 3 of 5)	-2730	NM_132494	32094		NM_132494		Uba5	CG1749|Dmel\CG1749|MoeB|dMoaD|dUBA5	Ubiquitin activating enzyme 5	protein-coding
X.11702657.11704426	chrX	11702657	11704426	+	369.354176652522	-0.409918930242199	TTS (NM_132511)	TTS (NM_132511)	1484	NM_132511	32121	Dm.20637	NM_132511		CG2444	BcDNA:LP01642|DIGF-6|Dmel\CG2444	CG2444	protein-coding
3L.9585003.9586249	chr3L	9585003	9586249	+	369.341771531313	0.313349863256278	intron (NM_168353, intron 1 of 6)	intron (NM_168353, intron 1 of 6)	2076	NM_168353	39111	Dm.20868	NM_168352		CG42673	BcDNA:RE71517|BcDNA:RE71585|CG14178|CG17357|CG3179|CG32048|CG34272|Dm_3L:44995|Dmel\CG42673|Dmel_CG32048|Dmel_CG34272	uncharacterized protein	protein-coding
3R.21963613.21964812	chr3R	21963613	21964812	+	369.339388677689	-1.91422205010711	intron (NM_001104395, intron 3 of 6)	(GTGG)n|Simple_repeat|Simple_repeat	-8167	NM_001275888	44936	Dm.21704	NM_143745		Eip93F	CG18389|Dmel\CG18389|E93|Eip93|Eip93f|anon-WO02059370.58|eip93f|l(3)93|l(3)ry93|lincRNA.833|psg11	Ecdysone-induced protein 93F	protein-coding
3R.13450069.13450697	chr3R	13450069	13450697	+	369.141730842436	-1.63851359505255	promoter-TSS (NM_001038963)	promoter-TSS (NM_001038963)	-207	NM_001038963	41657	Dm.25190	NM_001038963		CG14372	14372|BP1073|CT34011|Dmel\CG14372	uncharacterized protein	protein-coding
2R.24290977.24291773	chr2R	24290977	24291773	+	368.553756574754	-1.25444240199086	TTS (NM_001274237)	TTS (NM_001274237)	-2722	NM_166666	37887	Dm.7883	NM_138062		CG3394	Dmel\CG3394	CG3394	protein-coding
3L.7116875.7118053	chr3L	7116875	7118053	+	368.509154427647	-1.13539932057956	exon (NM_001104057, exon 5 of 12)	exon (NM_001104057, exon 5 of 12)	8069	NM_079227	38779	Dm.2741	NM_079227		msl-3	CG8631|DmMsl-3|Dmel\CG8631|MSL|MSL-3|MSL3|MSL3_DROME|Msl 1-3|Msl3|mle(3)132|mle3|mls3|msl|msl3	male-specific lethal 3	protein-coding
2R.7889262.7890215	chr2R	7889262	7890215	+	367.976554057138	0.139358293287279	promoter-TSS (NM_136485)	promoter-TSS (NM_136485)	-287	NM_001299242	50252	Dm.12133	NM_136485		CG30377	CG14595|CG1918|Dmel\CG30377	uncharacterized protein	protein-coding
X.17802001.17802905	chrX	17802001	17802905	+	367.375405313249	1.35220734311594	intron (NM_078665, intron 1 of 3)	intron (NM_078665, intron 1 of 3)	11443	NM_078665	32758	Dm.2729	NM_078665		OdsH	CG6352|Dmel\CG6352|OdsH[mel]|Odsh|odsH|odsh	Ods-site homeobox	protein-coding
2R.13468973.13470081	chr2R	13468973	13470081	+	367.342752945258	-1.07250518763406	intron (NM_079998, intron 2 of 6)	intron (NM_079998, intron 2 of 6)	-7815	NM_001259370	12798442	Dm.37104	NM_001259370		CG43192	Dmel\CG43192|noncoding_6564|noncoding_6907	uncharacterized protein	protein-coding
3R.8099889.8101903	chr3R	8099889	8101903	+	366.946351779313	-0.127027823188707	exon (NM_001104237, exon 3 of 5)	exon (NM_001104237, exon 3 of 5)	-4436	NM_079549	40958	Dm.2978	NM_079549		puc	0238/03|1351/08|CG7850|Dmel\CG7850|JNK-DSP|PUC|PUC/MKP|Puc|hrt|l(3)84Eh|l(3)A251.1|l(3)j4E1|vco	puckered	protein-coding
2R.9673362.9675154	chr2R	9673362	9675154	+	366.935599848139	-0.44759965146039	intron (NM_206066, intron 1 of 7)	intron (NM_206066, intron 1 of 7)	9600	NM_206066	35997	Dm.11246	NM_136667		Mmp2	2-MMP|CG1794|Dm2-MMP|Dmel\CG1794|MMP2|anon-WO0118547.84|dm-2MMP|dmmp2|l(2)02353|mmp2	Matrix metalloproteinase 2	protein-coding
2L.10255428.10257101	chr2L	10255428	10257101	+	366.684993279126	0.542840453076694	promoter-TSS (NM_135518)	promoter-TSS (NM_135518)	-373	NM_135518	34368	Dm.7291	NM_135518		CG5676	BEST:LD31953|Dmel\CG5676|LD31953	CG5676	protein-coding
3R.19656386.19656942	chr3R	19656386	19656942	+	366.500989225231	-2.39389759383776	promoter-TSS (NM_142567)	promoter-TSS (NM_142567)	-199	NM_142567	42345	Dm.16703	NM_142567		CG6184	Dmel\CG6184	CG6184	protein-coding
3R.24855767.24857140	chr3R	24855767	24857140	+	366.386780197384	-0.997202130590982	promoter-TSS (NM_170173)	promoter-TSS (NM_170173)	-210	NM_001260367	326120	Dm.28047	NM_170173		HDAC11	CG31119|DHDACX|Dmel\CG31119|HDACX|Hdac11|HdacX|dHDAC11|dmHDA403	Histone deacetylase 11	protein-coding
3L.18249629.18250349	chr3L	18249629	18250349	+	366.214244688254	0.0142522987835389	Intergenic	CpG	-2099	NM_140778	40011	Dm.9729	NM_140778		CheA75a	BcDNA:HL02449|CG7313|Dmel\CG7313	Chemosensory protein A 75a	protein-coding
3L.8928426.8929688	chr3L	8928426	8929688	+	366.161173467194	-1.38147524616203	intron (NM_079261, intron 5 of 6)	intron (NM_079261, intron 5 of 6)	7756	NM_001274674	14462845	Dm.4024	NM_001274674		CG43783	CG43113|CG5741|Dmel\CG43783	uncharacterized protein	protein-coding
3L.21337168.21339333	chr3L	21337168	21339333	+	365.928911605074	-0.439833886238469	TTS (NM_141048)	TTS (NM_141048)	3035	NM_141047	40360	Dm.1034	NM_141047		Tsr1	CG7338|Dmel\CG7338	Tsr1 ribosome assembly factor	protein-coding
3R.27681442.27682335	chr3R	27681442	27682335	+	365.843889334911	0.296363899378989	exon (NM_058161, exon 1 of 2)	exon (NM_058161, exon 1 of 2)	141	NM_058161	43327	Dm.4170	NM_058161		Sce	CG5595|DRING|Ding|Dmel\CG5595|Dring|RING|RING/Sce|RING1|Ring|Ring/Sce|Rnf2|SCE|Sce/dRing|dRING|dRING1|dRing|dRing1|dring|sce	Sex combs extra	protein-coding
3R.28624497.28626421	chr3R	28624497	28626421	+	365.173955122457	0.145193276884603	intron (NM_143367, intron 1 of 5)	intron (NM_143367, intron 1 of 5)	9640	NM_143367	43387	Dm.1356	NM_143367		CG10011	Dmel\CG10011	uncharacterized protein	protein-coding
2L.1165942.1167240	chr2L	1165942	1167240	+	364.959217845099	-0.600902908701489	promoter-TSS (NM_134736)	promoter-TSS (NM_134736)	85	NM_134736	33301	Dm.5897	NM_134736		CG14341	Dmel\CG14341	uncharacterized protein	protein-coding
X.2733727.2735066	chrX	2733727	2735066	+	364.871968193987	-0.390461967427832	TTS (NM_130672)	TTS (NM_130672)	1927	NM_130672	31267	Dm.12472	NM_130672		CG2712	Dmel\CG2712|EG:95B7.7|III|anon-3Be	CG2712	protein-coding
3R.9786803.9788641	chr3R	9786803	9788641	+	364.37979514123	-0.748502341774554	TTS (NM_001316553)	TTS (NM_001316553)	2092	NM_001316523	41203	Dm.23313	NM_141691		CG8500	Dmel\CG8500|Q9VH66	CG8500	protein-coding
X.16687469.16688269	chrX	16687469	16688269	+	364.112214890383	-3.35235842197427	promoter-TSS (NM_206766)	promoter-TSS (NM_206766)	-336	NM_206766	32646	Dm.6782	NM_132919		Sep4	CG9699|Dmel\CG9699|sep4	Septin 4	protein-coding
2R.18697771.18698914	chr2R	18697771	18698914	+	364.051077042833	0.381250430732598	TTS (NM_137516)	TTS (NM_137516)	1757	NM_137516	37153		NM_137516		CG15071	Dmel\CG15071	uncharacterized protein	protein-coding
X.21591063.21592662	chrX	21591063	21592662	+	363.871591552491	-0.154175269766364	Intergenic	Intergenic	8060	NR_123987	19834762		NR_123986		CR44711	Dmel\CR44711|lincRNA.1038	ncRNA	ncRNA
2L.4571149.4572036	chr2L	4571149	4572036	+	363.818158759735	-0.0747148835333116	intron (NM_001258946, intron 2 of 46)	intron (NM_001258946, intron 2 of 46)	6626	NM_134998	33661	Dm.34160	NM_134998		HP6	CG15636|Dmel\CG15636|UMB|UMBREA|Umbrea|umbrea	Heterochromatin protein 6	protein-coding
2L.5623489.5624481	chr2L	5623489	5624481	+	363.587300256562	-0.1942454655814	promoter-TSS (NM_001298703)	promoter-TSS (NM_001298703)	-223	NM_001298702	19836250		NM_001298702		Cyp6a16	6a16|CG7249|CR7249|Cyp6a16Psi|Cyp6a16p|Dmel\CG7249	Cyp6a16	protein-coding
3R.5032131.5033540	chr3R	5032131	5033540	+	363.358157464252	-0.915894454399173	Intergenic	Intergenic	13113	NR_048323	12798229		NR_048323		CR43635	Dmel\CR43635|lincRNA.676	ncRNA	ncRNA
X.14861078.14863163	chrX	14861078	14863163	+	363.248433277605	0.428746695081821	TTS (NM_132751)	TTS (NM_132751)	-5759	NM_132750	32415	Dm.29216	NM_132750		CG9519	Dm GMCtheta1|Dmel\CG9519	CG9519	protein-coding
2L.13135496.13137704	chr2L	13135496	13137704	+	363.142115045937	-0.904070308506444	Intergenic	Intergenic	6009	NM_135757	34703	Dm.13508	NM_135757		CG5122	Dmel\CG5122	CG5122	protein-coding
X.7320518.7321496	chrX	7320518	7321496	+	363.139685298869	-0.366125775294324	intron (NM_132162, intron 5 of 5)	intron (NM_132162, intron 5 of 5)	2763	NM_132162	31666	Dm.33486	NM_132162		Atg5	ATG5|CG1643|DmAtg5|Dmel\CG1643|atg5	Autophagy-related 5	protein-coding
2R.4782704.4784024	chr2R	4782704	4784024	+	363.088777881365	-0.143212975309711	non-coding (NR_133104, exon 1 of 1)	non-coding (NR_133104, exon 1 of 1)	474	NR_133104	26067381		NR_133104		CR46064	Dmel\CR46064	ncRNA	ncRNA
X.13111928.13113197	chrX	13111928	13113197	+	363.071491298978	1.15021430639775	promoter-TSS (NM_132625)	promoter-TSS (NM_132625)	-100	NM_001298255	32259		NM_132625		CG43313	CG12714|CG4351|Dmel\CG43313|Dmel_CG12714|Dmel_CG4351|dCHPF	uncharacterized protein	protein-coding
3R.26132647.26134198	chr3R	26132647	26134198	+	362.903786456182	0.134509594095533	intron (NM_143209, intron 1 of 3)	intron (NM_143209, intron 1 of 3)	268	NM_143209	43178	Dm.27418	NM_143209		CG6142	Dmel\CG6142	CG6142	protein-coding
X.6283212.6284053	chrX	6283212	6284053	+	362.897099209458	0.967762384194196	promoter-TSS (NM_132078)	promoter-TSS (NM_132078)	-57	NM_132078	31564	Dm.38624	NM_132078		CG11700	CR11700|Dmel\CG11700|ESTS:143G11T|ESTS:199A6T|Ubi-p5E5|Ubiquitin|anon-sts41|poly-ub	uncharacterized protein	protein-coding
3R.17919217.17919834	chr3R	17919217	17919834	+	362.767455893995	-3.29144096057892	promoter-TSS (NM_001014631)	promoter-TSS (NM_001014631)	-307	NM_169781	45840	Dm.6154	NM_080105		cpo	1824|3603|5339|6015|BcDNA:AT31405|CG12349|CG18434|CG18435|CG31243|CG42457|CG43738|CPO|Cpo|Dmel\CG43738|Dmel_CG31243|Dmel_CG42457|E(sda)N|Line N|ORE-17|cg18435|l(3)01432|l(3)6015|l(3)j4A1|l(3)j4D4|l(3)j7E2|l(3)j9B3|l(3)rJ553|l(3)s2336	couch potato	protein-coding
2L.21649978.21651511	chr2L	21649978	21651511	+	362.383178146853	-0.170485016405514	Intergenic	G5A_DM|LINE|Jockey	-6881	NR_124416	19834780		NR_124416		CR43144	CG43144|Dmel\CR43144|lincRNA.217	ncRNA	ncRNA
X.3684896.3685884	chrX	3684896	3685884	+	362.338941694713	-0.954319001489583	intron (NM_001169180, intron 2 of 8)	intron (NM_001169180, intron 2 of 8)	-2845	NM_001169181	31331	Dm.7389	NM_130715		Mnt	CG13316|CG2856|DmMnt|Dmel\CG13316|EG:114E2.2|MNT|Mad|Mad-3E|bHLHe43|dMad|dMnt|dmnt|mnt	Mnt	protein-coding
2R.24727532.24727872	chr2R	24727532	24727872	+	362.204225197882	-3.04664992988404	intron (NM_001274241, intron 1 of 5)	CpG	8955	NM_001038883	37953	Dm.14990	NM_001038883		Mid1	CG13595|CG13596|CG18510|CG33988|Dmel\CG33988|Nlf-1|cg13596	Mid1	protein-coding
3L.21068810.21071090	chr3L	21068810	21071090	+	362.030112871028	-0.535748521955539	intron (NM_168881, intron 2 of 5)	intron (NM_168881, intron 2 of 5)	2062	NM_001043153	40327	Dm.1023	NM_168881		siz	CG10577|CG12980|CG12981|CG32434|Dmel\CG32434|Loner|loner	schizo	protein-coding
3R.21407990.21409008	chr3R	21407990	21409008	+	361.921259030736	0.718782131218772	promoter-TSS (NM_169959)	promoter-TSS (NM_169959)	-624	NM_169959	318736	Dm.26564	NM_169959		CheB93b	CG31438|Dmel\CG31438	Chemosensory protein B 93b	protein-coding
3L.4510239.4511600	chr3L	4510239	4511600	+	361.719521459046	0.00999449132028523	3' UTR (NM_079204, exon 6 of 6)	3' UTR (NM_079204, exon 6 of 6)	-2486	NM_001169878	38558	Dm.13596	NM_168090		NT1	CG18318|CG32242|CG32244|CG42576|CT30097|DNT1|Dmel\CG42576|Dmel_CG32242|Dmel_CG32244|Spz-2|Spz2|dNT1|spz2	Neurotrophin 1	protein-coding
X.4670209.4671994	chrX	4670209	4671994	+	361.591624382328	0.346285317463886	intron (NM_080113, intron 3 of 4)	intron (NM_080113, intron 3 of 4)	-4401	NM_131952	31402	Dm.31072	NM_131952		CG3009	Dmel\CG3009	CG3009	protein-coding
2L.4381611.4383205	chr2L	4381611	4383205	+	361.517011739489	0.400202892423423	TTS (NM_134981)	TTS (NM_134981)	253	NM_134980	33639	Dm.21530	NM_134980		CG17612	Dmel\CG17612	uncharacterized protein	protein-coding
3L.20936905.20938931	chr3L	20936905	20938931	+	361.406389415023	-0.171847367174881	intron (NM_079467, intron 2 of 6)	intron (NM_079467, intron 2 of 6)	10092	NM_141012	40313	Dm.29753	NM_141012		CG10589	Dmel\CG10589|anon-WO0140519.139	uncharacterized protein	protein-coding
3L.4246812.4249021	chr3L	4246812	4249021	+	361.368309442939	-0.167950419562153	exon (NM_168073, exon 6 of 8)	exon (NM_168073, exon 6 of 8)	4135	NM_168072	38516	Dm.2559	NM_079198		ago	Ago|CG15010|DmFbw7|Dmel\CG15010|FBXW3|FBXW7|SCF[Ago]|anon-WO0118547.345|cdc4	archipelago	protein-coding
3L.4261509.4263010	chr3L	4261509	4263010	+	360.957907804188	-0.336972131120617	promoter-TSS (NM_001104029)	promoter-TSS (NM_001104029)	211	NM_139624	38520	Dm.20023	NM_139624		CG11586	Dmel\CG11586	uncharacterized protein	protein-coding
3L.5678367.5678887	chr3L	5678367	5678887	+	360.901608764927	-5.50416130721824	promoter-TSS (NM_001274518)	promoter-TSS (NM_001274518)	87	NM_001274518	43892	Dm.1706	NM_079908		sif	CG32414|CG34418|CG5256|CG5406|Dm_3L:26493|Dmel\CG34418|Dmel_CG32414|Dmel_CG5406|RhoGEF|SIF|Sif|lincRNA.447|slf	still life	protein-coding
2R.24229689.24230090	chr2R	24229689	24230090	+	360.877462697384	-4.31844599308139	promoter-TSS (NM_138055)	promoter-TSS (NM_138055)	-94	NM_138055	37879	Dm.15010	NM_138055		CG30419	CG13572|CG13573|Dmel\CG30419	uncharacterized protein	protein-coding
3L.21528595.21530011	chr3L	21528595	21530011	+	360.652713451428	0.107040921585379	promoter-TSS (NM_001144523)	promoter-TSS (NM_001144523)	30	NM_168920	318031	Dm.5866	NM_168920		Arv1	BcDNA:RE62711|BcDNA:RH17480|CG32442|Dmel\CG32442	ACAT-related protein required for viability 1	protein-coding
3R.6106098.6107647	chr3R	6106098	6107647	+	360.588909228836	-0.168937454143432	Intergenic	Intergenic	-1262	NM_141355	40746	Dm.14084	NM_141355		Obp83cd	83c|83c-1|83c-2|83d|CG15582|DmelObp83cd|Dmel\CG15582|Obp83c|Obp83d	Odorant-binding protein 83cd	protein-coding
3R.29107722.29110056	chr3R	29107722	29110056	+	360.541142147825	-0.535112602364639	TTS (NM_143410)	TTS (NM_143410)	3933	NM_143410	43436	Dm.1365	NM_143410		alpha-Man-Ib	CG11874|Dmel\CG11874|ORE-11|dMas-3|mas-3	alpha-Mannosidase class I b	protein-coding
X.15536234.15538452	chrX	15536234	15538452	+	360.337710470918	-0.382489942653352	intron (NM_001272646, intron 2 of 5)	intron (NM_001272646, intron 2 of 5)	-10390	NR_123920	19835520		NR_123920		CR44354	Dmel\CR44354	ncRNA	ncRNA
